Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,TotalDuration,avg_time_per_page,admin_ratio,info_ratio,product_ratio,admin_duration_ratio,info_duration_ratio,product_duration_ratio,Cluster
0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,Feb,3,2,1,5,Returning_Visitor,False,False,105.0,26.25,0.0,0.0,0.75,0.0,0.0,0.9905660377358491,0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.8,Feb,2,4,1,3,Returning_Visitor,False,False,15.0,5.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.9375,2
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,2,4,1,Returning_Visitor,True,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,False,False,156.0,26.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.9936305732484076,0
4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False,1200.0444439999999,32.43363362162162,0.10810810810810811,0.0,0.8648648648648649,0.053786519160651476,0.0,0.945380872183611,0
0,0.0,0,0.0,4,76.0,0.05,0.1,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,76.0,15.2,0.0,0.0,0.8,0.0,0.0,0.987012987012987,2
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,Feb,2,6,1,3,Returning_Visitor,False,False,63.0,12.6,0.0,0.0,0.8,0.0,0.0,0.984375,2
1,6.0,1,0.0,45,1582.75,0.043478261,0.050821256,54.17976426,0.4,Feb,3,2,1,1,Returning_Visitor,False,False,1588.75,33.098958333333336,0.020833333333333332,0.020833333333333332,0.9375,0.003774178329926089,0.0,0.9955967919484195,0
0,0.0,0,0.0,2,35.0,0.0,0.1,0.0,0.0,Feb,1,1,6,3,Returning_Visitor,False,False,35.0,11.666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.9722222222222222,2
0,0.0,0,0.0,3,78.0,0.0,0.066666667,0.0,0.0,Feb,1,2,6,6,Returning_Visitor,True,False,78.0,19.5,0.0,0.0,0.75,0.0,0.0,0.9873417721518988,2
0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False,209.5,23.27777777777778,0.0,0.0,0.8888888888888888,0.0,0.0,0.995249406175772,0
0,0.0,0,0.0,10,183.6666667,0.04,0.08,0.0,0.0,Feb,1,1,3,1,Returning_Visitor,False,False,183.6666667,16.6969697,0.0,0.0,0.9090909090909091,0.0,0.0,0.9945848375461038,2
0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False,380.5,25.366666666666667,0.0,0.0,0.9333333333333333,0.0,0.0,0.9973787680209698,0
0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,False,False,2086.242857,39.36307277358491,0.0,0.0,0.9811320754716981,0.0,0.0,0.9995208990670893,0
0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,Feb,3,2,1,4,Returning_Visitor,True,False,388.0,43.111111111111114,0.0,0.0,0.8888888888888888,0.0,0.0,0.9974293059125964,2
2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,Feb,2,2,8,4,Returning_Visitor,False,False,316.0,39.5,0.25,0.0,0.625,0.056782334384858045,0.0,0.9400630914826499,0
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,Feb,2,2,1,3,Returning_Visitor,False,False,63.0,7.875,0.0,0.0,0.875,0.0,0.0,0.984375,2
0,0.0,0,0.0,9,482.0,0.0,0.022222222,0.0,0.0,Feb,2,5,1,6,Returning_Visitor,False,False,482.0,48.2,0.0,0.0,0.9,0.0,0.0,0.9979296066252588,0
1,9.0,0,0.0,46,4084.393939,0.0,0.001794872,0.0,0.0,Feb,2,2,8,4,Returning_Visitor,False,False,4093.393939,85.27904039583333,0.020833333333333332,0.0,0.9583333333333334,0.0021981275212121206,0.0,0.9975576360875421,0
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,Feb,1,1,3,2,Returning_Visitor,False,False,22.0,5.5,0.0,0.0,0.75,0.0,0.0,0.9565217391304348,2
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,Feb,1,1,4,4,Returning_Visitor,False,False,310.1666667,19.38541666875,0.0,0.0,0.9375,0.0,0.0,0.9967862881631724,0
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,Feb,3,2,2,3,Returning_Visitor,False,False,34.0,11.333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,0.9714285714285714,2
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,False,False,88.0,17.6,0.0,0.0,0.8,0.0,0.0,0.9887640449438202,2
0,0.0,0,0.0,22,622.25,0.003030303,0.006060606,0.0,0.2,Feb,2,5,1,4,Returning_Visitor,False,False,622.25,27.054347826086957,0.0,0.0,0.9565217391304348,0.0,0.0,0.9983955074207782,0
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,False,False,222.4,14.826666666666666,0.0,0.0,0.9333333333333333,0.0,0.0,0.9955237242614146,2
0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,False,False,80.0,20.0,0.0,0.0,0.75,0.0,0.0,0.9876543209876543,2
0,0.0,0,0.0,11,800.8333333,0.0,0.003636364,0.0,0.0,Feb,3,2,1,3,Returning_Visitor,False,False,800.8333333,66.73611110833333,0.0,0.0,0.9166666666666666,0.0,0.0,0.998752858033621,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,2,2,3,2,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,True,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,False,False,265.1666667,20.3974359,0.0,0.0,0.9230769230769231,0.0,0.0,0.9962429555421111,0
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,Feb,2,4,4,2,Returning_Visitor,True,False,29.0,9.666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.9666666666666667,2
0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,Feb,4,2,2,3,Returning_Visitor,False,False,160.0,32.0,0.0,0.0,0.8,0.0,0.0,0.9937888198757764,2
0,0.0,0,0.0,4,135.6666667,0.05,0.025,0.0,0.4,Feb,3,3,1,4,Returning_Visitor,False,False,135.6666667,27.13333334,0.0,0.0,0.8,0.0,0.0,0.992682926831053,2
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,Feb,2,4,1,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
4,56.0,2,120.0,36,998.7416667,0.0,0.014736467,19.44707913,0.2,Feb,2,2,4,1,Returning_Visitor,False,False,1174.7416667,27.319573644186047,0.09302325581395349,0.046511627906976744,0.8372093023255814,0.04762951044949983,0.10206323667749964,0.849456725900688,0
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,Feb,2,6,6,3,Returning_Visitor,False,False,104.0,20.8,0.0,0.0,0.8,0.0,0.0,0.9904761904761905,2
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,Feb,2,4,2,1,Returning_Visitor,False,False,397.6865079,20.930868836842105,0.10526315789473684,0.0,0.8421052631578947,0.04013178194636368,0.0,0.9573599816819885,0
0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,Feb,1,1,3,3,Returning_Visitor,False,False,169.0,24.142857142857142,0.0,0.0,0.8571428571428571,0.0,0.0,0.9941176470588236,0
0,0.0,0,0.0,8,400.8,0.05,0.120833333,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,400.8,44.53333333333333,0.0,0.0,0.8888888888888888,0.0,0.0,0.9975111996017919,2
12,279.4166667,0,0.0,42,1553.583333,0.009,0.019666667,38.30849268,0.0,Feb,1,1,3,2,Returning_Visitor,False,False,1832.9999997,33.32727272181818,0.21818181818181817,0.0,0.7636363636363637,0.15235368961052678,0.0,0.847101054118937,0
0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,Feb,2,2,5,4,Returning_Visitor,True,False,706.5,47.1,0.0,0.0,0.9333333333333333,0.0,0.0,0.9985865724381625,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,2,4,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,22.9160357,0.8,Feb,2,2,3,1,Returning_Visitor,False,True,886.16666663,28.58602150419355,0.0967741935483871,0.0,0.8709677419354839,0.09900432087202347,0.0,0.8998684952090872,0
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,False,False,6995.972222,73.6418128631579,0.042105263157894736,0.0,0.9473684210526315,0.006288434283282481,0.0,0.9935686467557339,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,2,2,5,1,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,Feb,2,7,2,4,Returning_Visitor,False,False,902.0,47.473684210526315,0.0,0.0,0.9473684210526315,0.0,0.0,0.9988925802879292,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,Feb,3,2,3,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,Feb,2,6,6,1,Returning_Visitor,False,False,197.3777778,9.3989418,0.0,0.0,0.9523809523809523,0.0,0.0,0.9949591128044182,2
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,Feb,2,2,3,3,Returning_Visitor,False,False,43.0,14.333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,0.9772727272727273,2
0,0.0,0,0.0,8,426.6666667,0.0,0.0125,0.0,0.0,Feb,2,4,3,2,Returning_Visitor,False,False,426.6666667,47.40740741111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.9976617303197458,0
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,Feb,2,4,3,3,Returning_Visitor,False,False,135.0,33.75,0.0,0.0,0.75,0.0,0.0,0.9926470588235294,2
0,0.0,0,0.0,16,588.3333333,0.0,0.025,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False,588.3333333,34.60784313529412,0.0,0.0,0.9411764705882353,0.0,0.0,0.9983031674207185,0
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,Feb,2,6,1,2,Returning_Visitor,False,True,3117.008334,66.31932625531915,0.2127659574468085,0.0,0.7659574468085106,0.322534951569504,0.0,0.6771443308784947,1
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,False,76.0,25.333333333333332,0.0,0.0,0.6666666666666666,0.0,0.0,0.987012987012987,2
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,Feb,1,1,1,3,Returning_Visitor,True,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,Feb,4,1,1,5,Returning_Visitor,True,False,208.0,26.0,0.0,0.0,0.875,0.0,0.0,0.9952153110047847,0
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,Feb,1,1,1,3,Returning_Visitor,False,False,270.0,54.0,0.0,0.0,0.8,0.0,0.0,0.996309963099631,0
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False,39.5,5.642857142857143,0.0,0.0,0.8571428571428571,0.0,0.0,0.9753086419753086,0
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,Feb,3,2,4,1,Returning_Visitor,False,False,375.0,28.846153846153847,0.0,0.0,0.9230769230769231,0.0,0.0,0.9973404255319149,2
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,True,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,Feb,2,2,2,1,Returning_Visitor,False,False,150.0,18.75,0.0,0.0,0.875,0.0,0.0,0.9933774834437086,2
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,138.0,34.5,0.0,0.0,0.75,0.0,0.0,0.9928057553956835,2
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,Feb,4,1,3,3,Returning_Visitor,False,False,337.5,42.1875,0.0,0.0,0.875,0.0,0.0,0.9970457902511078,0
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,Feb,1,1,4,2,Returning_Visitor,False,False,620.0333333,31.001666665,0.0,0.0,0.95,0.0,0.0,0.9983897804733182,0
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,False,False,204.8461538,11.380341877777777,0.1111111111111111,0.0,0.8333333333333334,0.17488789241589414,0.0,0.8202541105725533,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,True,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,52.0,17.333333333333332,0.0,0.0,0.6666666666666666,0.0,0.0,0.9811320754716981,2
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,Feb,2,2,1,5,New_Visitor,False,False,649.25,46.375,0.0,0.0,0.9285714285714286,0.0,0.0,0.9984621299500193,0
0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,Feb,4,1,3,3,Returning_Visitor,False,False,925.3333333,33.04761904642857,0.0,0.0,0.9642857142857143,0.0,0.0,0.9989204749909651,0
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False,33.0,11.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.9705882352941176,2
0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False,1566.5,223.78571428571428,0.0,0.0,0.8571428571428571,0.0,0.0,0.9993620414673047,0
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,Feb,1,1,1,4,Returning_Visitor,False,False,105.0,21.0,0.0,0.0,0.8,0.0,0.0,0.9905660377358491,0
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,Feb,2,4,1,7,Returning_Visitor,False,False,50.0,5.555555555555555,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.9803921568627451,2
0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,Feb,3,2,3,4,Returning_Visitor,False,False,644.2,37.89411764705883,0.0,0.0,0.9411764705882353,0.0,0.0,0.9984500929944203,0
3,18.33333333,0,0.0,38,2635.177778,0.0,0.008947368,0.0,0.4,Feb,2,4,1,2,Returning_Visitor,False,False,2653.5111113300004,63.17883598404763,0.07142857142857142,0.0,0.9047619047619048,0.006906482045507195,0.0,0.992716800751942,0
4,61.0,0,0.0,19,607.0,0.0,0.026984127,17.53595893,1.0,Feb,1,1,7,4,Returning_Visitor,True,True,668.0,27.833333333333332,0.16666666666666666,0.0,0.7916666666666666,0.09118086696562033,0.0,0.9073243647234679,0
0,0.0,0,0.0,6,415.0,0.0,0.033333333,0.0,0.4,Feb,1,1,3,2,Returning_Visitor,False,False,415.0,59.285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.9975961538461539,0
2,31.0,1,16.0,36,2083.530952,0.0,0.01351025,0.0,0.8,Feb,2,2,4,3,Returning_Visitor,False,False,2130.530952,53.2632738,0.05,0.025,0.9,0.01454353734385744,0.007506341854894162,0.9774809744353176,0
3,58.5,0,0.0,17,281.6666667,0.007058824,0.017647059,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,False,False,340.1666667,16.1984127,0.14285714285714285,0.0,0.8095238095238095,0.17147044453625104,0.0,0.8255984367537276,0
0,0.0,0,0.0,2,27.0,0.15,0.15,0.0,0.0,Feb,1,1,7,2,Returning_Visitor,False,False,27.0,9.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.9642857142857143,2
0,0.0,1,0.0,9,215.0,0.044444444,0.074074074,0.0,0.8,Feb,4,1,1,3,Returning_Visitor,False,False,215.0,19.545454545454547,0.0,0.09090909090909091,0.8181818181818182,0.0,0.0,0.9953703703703703,2
0,0.0,0,0.0,12,162.0,0.05,0.066666667,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,162.0,12.461538461538462,0.0,0.0,0.9230769230769231,0.0,0.0,0.9938650306748467,2
0,0.0,0,0.0,2,114.0,0.05,0.066666667,0.0,0.8,Feb,3,3,1,3,Returning_Visitor,False,False,114.0,38.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.991304347826087,2
6,326.25,4,94.0,128,5062.213753,0.000854701,0.01791847,0.0,0.0,Feb,2,5,1,3,Returning_Visitor,False,False,5482.463753,39.4421852733813,0.04316546762589928,0.02877697841726619,0.920863309352518,0.05949706512083878,0.017142449414126727,0.9231781189819055,0
0,0.0,0,0.0,4,253.0,0.0,0.016666667,0.0,0.6,Feb,2,2,3,3,Returning_Visitor,False,False,253.0,50.6,0.0,0.0,0.8,0.0,0.0,0.9960629921259843,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.4,Feb,2,2,1,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,1,1,2,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,Feb,2,4,1,1,Returning_Visitor,False,False,458.5,16.375,0.07142857142857142,0.0,0.8928571428571429,0.04787812840043525,0.0,0.9499455930359086,0
0,0.0,1,93.0,30,1045.833333,0.012903226,0.035483871,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False,1138.833333,35.58854165625,0.0,0.03125,0.9375,0.0,0.08159087588290419,0.9175318028710431,0
0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,False,317.8333333,24.448717946153845,0.0,0.0,0.9230769230769231,0.0,0.0,0.9968635650806966,0
0,0.0,0,0.0,21,1146.333333,0.0,0.012962963,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,False,False,1146.333333,52.106060590909095,0.0,0.0,0.9545454545454546,0.0,0.0,0.9991284137127043,0
0,0.0,0,0.0,11,577.0,0.018181818,0.027272727,0.0,0.2,Feb,2,2,3,1,Returning_Visitor,False,False,577.0,48.083333333333336,0.0,0.0,0.9166666666666666,0.0,0.0,0.9982698961937716,0
0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,Feb,4,1,3,3,Returning_Visitor,False,False,95.0,10.555555555555555,0.0,0.0,0.8888888888888888,0.0,0.0,0.9895833333333334,2
0,0.0,0,0.0,6,301.5,0.0,0.111111111,0.0,0.0,Feb,2,4,9,3,Returning_Visitor,False,False,301.5,43.07142857142857,0.0,0.0,0.8571428571428571,0.0,0.0,0.996694214876033,2
0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,Feb,2,4,4,1,Returning_Visitor,False,False,243.0,34.714285714285715,0.0,0.0,0.8571428571428571,0.0,0.0,0.9959016393442623,0
0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,Feb,2,2,1,2,Returning_Visitor,False,False,135.5,27.1,0.0,0.0,0.8,0.0,0.0,0.9926739926739927,2
0,0.0,2,75.0,14,442.3333333,0.0,0.034375,0.0,0.8,Feb,1,1,3,3,Returning_Visitor,False,False,517.3333333,30.431372547058828,0.0,0.11764705882352941,0.8235294117647058,0.0,0.144694533771363,0.853376205778352,0
0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False,41.0,10.25,0.0,0.0,0.75,0.0,0.0,0.9761904761904762,2
0,0.0,0,0.0,11,292.9,0.028,0.11952381,0.0,0.0,Feb,2,4,3,1,Returning_Visitor,False,False,292.9,24.40833333333333,0.0,0.0,0.9166666666666666,0.0,0.0,0.9965974821367812,2
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,9,1238.333333,0.0,0.040740741,0.0,0.4,Feb,2,2,1,3,Returning_Visitor,False,False,1238.333333,123.8333333,0.0,0.0,0.9,0.0,0.0,0.9991931145775129,0
0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,Feb,1,1,8,3,Returning_Visitor,False,False,225.4666667,20.496969699999998,0.0,0.0,0.9090909090909091,0.0,0.0,0.9955843391234053,2
